seed,cope,target,subject,phase,conn
sgACC,csp,rh_hpc,10,acquisition,1.1417144536972046
sgACC,csp,rh_hpc,10,extinction,9.967369079589844
sgACC,csp,rh_hpc,12,baseline,-3.584380865097046
sgACC,csp,rh_hpc,12,acquisition,-2.3681349754333496
sgACC,csp,rh_hpc,12,extinction,0.1189182847738266
sgACC,csp,rh_hpc,13,baseline,5.1773810386657715
sgACC,csp,rh_hpc,13,acquisition,-5.1473917961120605
sgACC,csp,rh_hpc,13,extinction,2.294679641723633
sgACC,csp,rh_hpc,14,baseline,-2.8741838932037354
sgACC,csp,rh_hpc,14,acquisition,-3.846572160720825
sgACC,csp,rh_hpc,14,extinction,0.46346044540405273
sgACC,csp,rh_hpc,15,baseline,-4.34629487991333
sgACC,csp,rh_hpc,15,acquisition,-0.6260647773742676
sgACC,csp,rh_hpc,15,extinction,2.6037933826446533
sgACC,csp,rh_hpc,16,baseline,5.985816955566406
sgACC,csp,rh_hpc,16,acquisition,3.1875224113464355
sgACC,csp,rh_hpc,16,extinction,10.750401496887207
sgACC,csp,rh_hpc,17,baseline,2.2620317935943604
sgACC,csp,rh_hpc,17,acquisition,7.0432963371276855
sgACC,csp,rh_hpc,17,extinction,-3.0849502086639404
sgACC,csp,rh_hpc,18,baseline,1.5744754076004028
sgACC,csp,rh_hpc,18,acquisition,-0.9504975080490112
sgACC,csp,rh_hpc,18,extinction,14.691998481750488
sgACC,csp,rh_hpc,19,baseline,-0.64830482006073
