seed,cope,target,subject,phase,conn
mOFC,acq_ext,dACC,113,memory_run-01,1.7082187
mOFC,acq_ext,dACC,113,memory_run-02,2.1839921
mOFC,acq_ext,dACC,113,memory_run-03,-0.6887058
mOFC,acq_ext,dACC,114,memory_run-01,0.11166212
mOFC,acq_ext,dACC,114,memory_run-02,0.7824393
mOFC,acq_ext,dACC,114,memory_run-03,-0.17170422
mOFC,acq_ext,dACC,115,memory_run-01,0.3044653
mOFC,acq_ext,dACC,115,memory_run-02,-0.64397544
mOFC,acq_ext,dACC,115,memory_run-03,0.7185406
mOFC,acq_ext,dACC,116,memory_run-01,-0.28562918
mOFC,acq_ext,dACC,116,memory_run-02,1.0295922
mOFC,acq_ext,dACC,116,memory_run-03,0.23886676
mOFC,acq_ext,dACC,117,memory_run-01,0.24405113
mOFC,acq_ext,dACC,117,memory_run-02,-0.99889886
mOFC,acq_ext,dACC,117,memory_run-03,0.2195893
mOFC,acq_ext,dACC,118,memory_run-01,-0.38865653
mOFC,acq_ext,dACC,118,memory_run-02,0.7213994
mOFC,acq_ext,dACC,118,memory_run-03,0.6688308
mOFC,acq_ext,dACC,120,memory_run-01,1.6373342
mOFC,acq_ext,dACC,120,memory_run-02,-0.5211108
mOFC,acq_ext,dACC,120,memory_run-03,0.05263325
mOFC,acq_ext,dACC,121,memory_run-01,0.2712921
mOFC,acq_ext,dACC,121,memory_run-02,0.03670084
mOFC,acq_ext,dACC,121,memory_run-03,0.4566465
mOFC,acq_ext,dACC,122,memory_run-01,-0.08237147
mOFC,acq_ext,dACC,122,memory_run-02,0.23220737
mOFC,acq_ext,dACC,122,memory_run-03,-0.042261604
mOFC,acq_ext,dACC,123,memory_run-01,0.28161186
mOFC,acq_ext,dACC,123,memory_run-02,-0.7094399
mOFC,acq_ext,dACC,123,memory_run-03,-1.0465356
mOFC,acq_ext,dACC,124,memory_run-01,0.019315857
mOFC,acq_ext,dACC,124,memory_run-02,1.8436728
mOFC,acq_ext,dACC,124,memory_run-03,-0.53781193
mOFC,acq_ext,dACC,125,memory_run-01,-0.7073089
mOFC,acq_ext,dACC,125,memory_run-02,1.33545
mOFC,acq_ext,dACC,125,memory_run-03,0.5923613
mOFC,acq_ext,lh_hpc,1,memory_run-01,-0.5929138
mOFC,acq_ext,lh_hpc,1,memory_run-02,0.27762938
mOFC,acq_ext,lh_hpc,1,memory_run-03,0.08120274
mOFC,acq_ext,lh_hpc,2,memory_run-01,-0.06656336
mOFC,acq_ext,lh_hpc,2,memory_run-02,-1.1428015
mOFC,acq_ext,lh_hpc,2,memory_run-03,0.73515457
mOFC,acq_ext,lh_hpc,3,memory_run-01,-0.7558912
mOFC,acq_ext,lh_hpc,3,memory_run-02,-1.1938951
mOFC,acq_ext,lh_hpc,3,memory_run-03,-0.05753449
mOFC,acq_ext,lh_hpc,4,memory_run-01,0.08192476
mOFC,acq_ext,lh_hpc,4,memory_run-02,0.17154045
mOFC,acq_ext,lh_hpc,4,memory_run-03,0.06834807
mOFC,acq_ext,lh_hpc,5,memory_run-01,-0.27199888
mOFC,acq_ext,lh_hpc,5,memory_run-02,-1.0889137
mOFC,acq_ext,lh_hpc,5,memory_run-03,-0.62579197
mOFC,acq_ext,lh_hpc,6,memory_run-01,0.8383848
mOFC,acq_ext,lh_hpc,6,memory_run-02,-1.4577323
mOFC,acq_ext,lh_hpc,6,memory_run-03,-2.1405003
mOFC,acq_ext,lh_hpc,7,memory_run-01,-0.0046158466
mOFC,acq_ext,lh_hpc,7,memory_run-02,1.3451005
